A.C.A.A	A.C.A.C	A.C.A.G	A.C.A.T	A.C.G.A	A.C.G.C	A.C.G.G	A.C.G.T	A.C.T.A	A.C.T.C	A.C.T.G	A.C.T.T	A.T.A.A	A.T.A.C	A.T.A.G	A.T.A.T	A.T.C.A	A.T.C.C	A.T.C.G	A.T.C.T	A.T.G.A	A.T.G.C	A.T.G.G	A.T.G.T	C.C.A.A	C.C.A.C	C.C.A.G	C.C.A.T	C.C.G.A	C.C.G.C	C.C.G.G	C.C.G.T	C.C.T.A	C.C.T.C	C.C.T.G	C.C.T.T	C.T.A.A	C.T.A.C	C.T.A.G	C.T.A.T	C.T.C.A	C.T.C.C	C.T.C.G	C.T.C.T	C.T.G.A	C.T.G.C	C.T.G.G	C.T.G.T	G.C.A.A	G.C.A.C	G.C.A.G	G.C.A.T	G.C.G.A	G.C.G.C	G.C.G.G	G.C.G.T	G.C.T.A	G.C.T.C	G.C.T.G	G.C.T.T	G.T.A.A	G.T.A.C	G.T.A.G	G.T.A.T	G.T.C.A	G.T.C.C	G.T.C.G	G.T.C.T	G.T.G.A	G.T.G.C	G.T.G.G	G.T.G.T	T.C.A.A	T.C.A.C	T.C.A.G	T.C.A.T	T.C.G.A	T.C.G.C	T.C.G.G	T.C.G.T	T.C.T.A	T.C.T.C	T.C.T.G	T.C.T.T	T.T.A.A	T.T.A.C	T.T.A.G	T.T.A.T	T.T.C.A	T.T.C.C	T.T.C.G	T.T.C.T	T.T.G.A	T.T.G.C	T.T.G.G	T.T.G.T	virus	type
Orthopox_96N223.N232	0	0	0.00680272108843537	0.00680272108843537	0	0	0	0	0.0680272108843537	0	0.0476190476190476	0.0136054421768707	0	0	0.00680272108843537	0.0204081632653061	0.0476190476190476	0.00680272108843537	0.0340136054421769	0.0340136054421769	0	0	0.0204081632653061	0	0.00680272108843537	0	0.0204081632653061	0.00680272108843537	0	0	0	0	0.0136054421768707	0.00680272108843537	0.0408163265306122	0	0.00680272108843537	0	0	0.00680272108843537	0.0340136054421769	0.0136054421768707	0.0340136054421769	0	0.00680272108843537	0	0.0272108843537415	0.00680272108843537	0.00680272108843537	0	0.0136054421768707	0	0	0	0	0	0.0408163265306122	0.0136054421768707	0.0204081632653061	0.0136054421768707	0	0.0204081632653061	0	0	0.0204081632653061	0.00680272108843537	0.0204081632653061	0	0.00680272108843537	0.00680272108843537	0	0.0204081632653061	0.00680272108843537	0	0.0136054421768707	0.0272108843537415	0	0.00680272108843537	0	0	0.00680272108843537	0.0136054421768707	0.0272108843537415	0.0204081632653061	0	0.00680272108843537	0.0204081632653061	0.0136054421768707	0.0136054421768707	0.0136054421768707	0.0204081632653061	0.0204081632653061	0	0	0.0136054421768707	0	Orthopox_96	Orthopox_96N223.N232
Orthopox_96N224.N225	0.018957345971564	0	0.00947867298578199	0	0	0	0	0	0.014218009478673	0.00947867298578199	0.042654028436019	0.018957345971564	0	0.00947867298578199	0	0	0.033175355450237	0.014218009478673	0.028436018957346	0.033175355450237	0	0.023696682464455	0	0.004739336492891	0.018957345971564	0	0.033175355450237	0.004739336492891	0	0	0.00947867298578199	0	0.00947867298578199	0.00947867298578199	0.033175355450237	0.014218009478673	0.004739336492891	0.004739336492891	0.004739336492891	0.004739336492891	0.014218009478673	0	0.037914691943128	0.004739336492891	0.014218009478673	0.004739336492891	0.023696682464455	0.004739336492891	0.00947867298578199	0.004739336492891	0.014218009478673	0.004739336492891	0	0	0	0	0.023696682464455	0.014218009478673	0.037914691943128	0.023696682464455	0	0.004739336492891	0	0	0.028436018957346	0	0.037914691943128	0.00947867298578199	0	0	0.004739336492891	0	0	0.004739336492891	0.00947867298578199	0.014218009478673	0	0	0	0	0.042654028436019	0.014218009478673	0.037914691943128	0.018957345971564	0.00947867298578199	0	0	0.004739336492891	0.014218009478673	0.00947867298578199	0.042654028436019	0.018957345971564	0.00947867298578199	0.00947867298578199	0.004739336492891	0	Orthopox_96	Orthopox_96N224.N225
Orthopox_96N224.N228	0	0	0	0.015625	0.015625	0	0.015625	0	0.078125	0	0.078125	0	0	0	0	0	0.015625	0.015625	0.0625	0.015625	0	0	0	0.015625	0	0	0.03125	0.015625	0	0	0.015625	0	0	0.015625	0.0625	0	0.015625	0	0	0	0.015625	0	0	0	0.015625	0	0.015625	0	0.015625	0	0.015625	0	0	0	0	0.015625	0.015625	0	0	0	0.015625	0	0.015625	0.015625	0.015625	0	0.03125	0.046875	0	0	0	0	0.015625	0	0.03125	0	0	0	0	0	0	0	0.03125	0.078125	0	0	0.015625	0	0.015625	0	0.03125	0.015625	0	0	0.015625	0.015625	Orthopox_96	Orthopox_96N224.N228
Orthopox_96N225.N226	0.0101010101010101	0.00505050505050505	0.0303030303030303	0	0	0	0	0	0.0202020202020202	0.0101010101010101	0.0505050505050505	0.0353535353535354	0.0101010101010101	0	0.00505050505050505	0	0.0252525252525253	0	0.0303030303030303	0.0101010101010101	0	0	0.00505050505050505	0	0.0151515151515152	0.00505050505050505	0.0303030303030303	0.00505050505050505	0	0	0	0	0.0151515151515152	0.0151515151515152	0.0101010101010101	0.0202020202020202	0.00505050505050505	0	0	0.0101010101010101	0.00505050505050505	0.0101010101010101	0.0252525252525253	0.0151515151515152	0.0151515151515152	0.00505050505050505	0.0252525252525253	0.00505050505050505	0.0101010101010101	0	0.0101010101010101	0.0101010101010101	0	0	0.00505050505050505	0	0.0252525252525253	0.0151515151515152	0.0252525252525253	0.00505050505050505	0	0.0151515151515152	0.00505050505050505	0.00505050505050505	0.0353535353535354	0.0151515151515152	0.0151515151515152	0.0101010101010101	0.00505050505050505	0	0.00505050505050505	0.00505050505050505	0.0202020202020202	0.00505050505050505	0.0202020202020202	0.0101010101010101	0	0	0	0	0.0454545454545455	0.0101010101010101	0.0454545454545455	0.0303030303030303	0.0151515151515152	0	0.00505050505050505	0.00505050505050505	0.0252525252525253	0.00505050505050505	0.0252525252525253	0.0151515151515152	0	0.00505050505050505	0.00505050505050505	0	Orthopox_96	Orthopox_96N225.N226
Orthopox_96N225.S81	0.0232558139534884	0	0.0232558139534884	0	0	0	0	0	0.0232558139534884	0	0.0465116279069767	0.0930232558139535	0.0232558139534884	0	0	0	0.0465116279069767	0	0.0232558139534884	0.0232558139534884	0	0	0	0.0232558139534884	0	0	0	0.0232558139534884	0	0	0	0	0.0232558139534884	0	0.0232558139534884	0	0	0	0	0	0.0465116279069767	0	0.0232558139534884	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0.0232558139534884	0	0	0	0	0	0	0	0.0232558139534884	0	0.0232558139534884	0	0	0	0	0.0232558139534884	0	0.0232558139534884	0.116279069767442	0	0	0	0	0	0.0232558139534884	0	0.0465116279069767	0.0697674418604651	0	0	0	0	0.0232558139534884	0	0.0465116279069767	0.0232558139534884	0	0	0	0	Orthopox_96	Orthopox_96N225.S81
Orthopox_96N226.N227	0	0	0.0175438596491228	0	0	0	0	0	0.0350877192982456	0.0350877192982456	0.0526315789473684	0.0175438596491228	0	0	0	0	0	0	0.0350877192982456	0.0701754385964912	0	0.0175438596491228	0	0.0175438596491228	0	0	0.0350877192982456	0.0350877192982456	0	0	0	0	0	0.0175438596491228	0	0.0350877192982456	0	0.0175438596491228	0	0	0.0350877192982456	0	0.0175438596491228	0.0175438596491228	0.0350877192982456	0	0.0350877192982456	0.0175438596491228	0	0	0.0175438596491228	0.0175438596491228	0	0	0	0	0	0	0.0175438596491228	0.0175438596491228	0	0	0	0	0	0.0350877192982456	0	0.0350877192982456	0	0	0	0.0175438596491228	0	0	0	0	0	0	0	0	0.0350877192982456	0	0.0175438596491228	0.0701754385964912	0	0	0.0175438596491228	0	0	0.0350877192982456	0.0526315789473684	0	0	0	0	0.0175438596491228	Orthopox_96	Orthopox_96N226.N227
Orthopox_96N226.S93	0.03125	0	0	0.03125	0	0	0	0	0.03125	0	0.09375	0.03125	0	0	0	0	0	0	0.03125	0	0	0	0	0	0.03125	0	0.03125	0	0	0	0	0	0	0	0	0.03125	0	0	0	0	0.03125	0	0	0	0	0	0.03125	0.0625	0	0	0	0	0	0	0	0	0	0	0.03125	0	0.03125	0.03125	0	0	0	0	0.03125	0.03125	0	0	0	0	0	0	0.09375	0	0	0	0	0	0.0625	0	0.0625	0.09375	0.03125	0	0	0	0	0.03125	0	0	0	0	0	0	Orthopox_96	Orthopox_96N226.S93
Orthopox_96N227.S75	0	0.00847457627118644	0	0	0	0	0	0	0.0508474576271186	0.00847457627118644	0.0169491525423729	0.0254237288135593	0.00847457627118644	0	0.00847457627118644	0.00847457627118644	0.0254237288135593	0.0254237288135593	0.0338983050847458	0.00847457627118644	0.00847457627118644	0	0.00847457627118644	0	0	0.00847457627118644	0.0169491525423729	0	0	0	0.00847457627118644	0	0.00847457627118644	0.00847457627118644	0.0254237288135593	0	0	0	0.0169491525423729	0	0.0169491525423729	0.00847457627118644	0.0254237288135593	0.0169491525423729	0	0	0.0338983050847458	0.0254237288135593	0.00847457627118644	0	0.0169491525423729	0.00847457627118644	0	0	0	0	0.0338983050847458	0	0.0254237288135593	0.0169491525423729	0.00847457627118644	0	0.00847457627118644	0.0169491525423729	0.00847457627118644	0	0.0254237288135593	0.0169491525423729	0	0	0	0.00847457627118644	0	0	0.0338983050847458	0	0	0	0	0	0	0	0.0254237288135593	0.0254237288135593	0.0169491525423729	0.00847457627118644	0.00847457627118644	0.00847457627118644	0.0423728813559322	0.0169491525423729	0.0508474576271186	0.0508474576271186	0.0169491525423729	0.00847457627118644	0	0.0169491525423729	Orthopox_96	Orthopox_96N227.S75
Orthopox_96N227.S86	0.00840336134453781	0	0.00840336134453781	0.00840336134453781	0	0	0	0	0.0252100840336134	0.0336134453781513	0.00840336134453781	0.0168067226890756	0.00840336134453781	0	0	0	0.0672268907563025	0.00840336134453781	0.0504201680672269	0.0672268907563025	0	0	0.0168067226890756	0	0.0168067226890756	0.00840336134453781	0.0420168067226891	0.0168067226890756	0	0	0	0	0.00840336134453781	0.0168067226890756	0	0.0168067226890756	0.00840336134453781	0	0.00840336134453781	0	0.00840336134453781	0	0.0420168067226891	0.0168067226890756	0.00840336134453781	0	0	0.00840336134453781	0	0	0	0.00840336134453781	0	0	0	0	0.0168067226890756	0.0168067226890756	0.0168067226890756	0	0.00840336134453781	0	0	0	0	0.0252100840336134	0.0168067226890756	0.0336134453781513	0	0.00840336134453781	0	0	0	0	0.00840336134453781	0.0168067226890756	0	0	0	0	0.0252100840336134	0.0168067226890756	0.0168067226890756	0.0168067226890756	0	0	0.0168067226890756	0	0.0672268907563025	0.00840336134453781	0.0168067226890756	0.0588235294117647	0.0168067226890756	0	0.00840336134453781	0	Orthopox_96	Orthopox_96N227.S86
Orthopox_96N228.N229	0	0.004	0.012	0.004	0	0	0.004	0	0.052	0.008	0.06	0.016	0	0.004	0.004	0	0.016	0.008	0.044	0.02	0	0.008	0.02	0	0.004	0	0.02	0	0	0	0.004	0.004	0.016	0.016	0.028	0.012	0	0	0	0	0.02	0.004	0.04	0.02	0.012	0.016	0.012	0.016	0	0	0.012	0.004	0	0	0	0	0.024	0.008	0.02	0.008	0.004	0.004	0.016	0.004	0.04	0.004	0.024	0.012	0	0.008	0	0	0.008	0	0.012	0.004	0	0.004	0	0	0.036	0.024	0.028	0.04	0	0	0.004	0.004	0.024	0.008	0.024	0.04	0.004	0	0.012	0.004	Orthopox_96	Orthopox_96N228.N229
Orthopox_96N229.S80	0.013953488372093	0	0.00930232558139535	0.00465116279069767	0	0	0	0.00232558139534884	0.0255813953488372	0.0162790697674419	0.0395348837209302	0.0162790697674419	0	0.00930232558139535	0.00465116279069767	0.00697674418604651	0.0488372093023256	0.0116279069767442	0.0465116279069767	0.0232558139534884	0.00465116279069767	0.00465116279069767	0.00232558139534884	0.00465116279069767	0.0116279069767442	0	0.0209302325581395	0.00465116279069767	0	0	0.00465116279069767	0.00232558139534884	0.0186046511627907	0.00465116279069767	0.013953488372093	0.00930232558139535	0.00697674418604651	0.00465116279069767	0.00697674418604651	0.00465116279069767	0.0232558139534884	0.00697674418604651	0.0255813953488372	0.00930232558139535	0.0162790697674419	0.00697674418604651	0.013953488372093	0.013953488372093	0.00697674418604651	0.00232558139534884	0.00465116279069767	0.00465116279069767	0	0	0	0	0.0209302325581395	0.00930232558139535	0.0534883720930233	0.0162790697674419	0.00465116279069767	0.00697674418604651	0.00697674418604651	0.00465116279069767	0.0209302325581395	0.00232558139534884	0.0186046511627907	0.00697674418604651	0.00465116279069767	0	0.00465116279069767	0.00465116279069767	0.013953488372093	0.00465116279069767	0.0116279069767442	0.00465116279069767	0.00465116279069767	0	0	0.00232558139534884	0.0255813953488372	0.00930232558139535	0.0325581395348837	0.027906976744186	0.013953488372093	0.00697674418604651	0.00465116279069767	0	0.0209302325581395	0.00930232558139535	0.027906976744186	0.0186046511627907	0.00465116279069767	0.0162790697674419	0.00697674418604651	0.00232558139534884	Orthopox_96	Orthopox_96N229.S80
Orthopox_96N229.S88	0	0	0.0217391304347826	0.0072463768115942	0	0	0	0	0.0579710144927536	0.0289855072463768	0.0289855072463768	0.0217391304347826	0	0	0	0	0.0217391304347826	0	0.0507246376811594	0.0144927536231884	0	0.0072463768115942	0	0	0	0.0072463768115942	0.0072463768115942	0.0072463768115942	0	0	0	0	0.0289855072463768	0.0217391304347826	0.036231884057971	0.0144927536231884	0	0.0072463768115942	0.0072463768115942	0	0.0434782608695652	0	0.0144927536231884	0.0144927536231884	0.0217391304347826	0	0.0144927536231884	0.0144927536231884	0	0.0072463768115942	0	0	0	0	0.0072463768115942	0	0.0289855072463768	0.0144927536231884	0.0289855072463768	0.0144927536231884	0	0	0.0072463768115942	0.0072463768115942	0.0289855072463768	0	0.0144927536231884	0.0144927536231884	0	0	0	0	0.0144927536231884	0.0072463768115942	0.0144927536231884	0	0	0	0	0	0.0434782608695652	0.0072463768115942	0.0217391304347826	0.036231884057971	0	0.0072463768115942	0.0072463768115942	0.0072463768115942	0.036231884057971	0.0144927536231884	0.0289855072463768	0.036231884057971	0	0	0.0217391304347826	0	Orthopox_96	Orthopox_96N229.S88
Orthopox_96N230.N231	0	0	0	0.0136986301369863	0	0	0	0	0.0410958904109589	0.0273972602739726	0.0410958904109589	0.0273972602739726	0	0	0	0	0.0136986301369863	0.0136986301369863	0.0273972602739726	0.0273972602739726	0	0	0.0136986301369863	0	0	0	0.0273972602739726	0	0	0	0	0	0.0273972602739726	0.0136986301369863	0.0136986301369863	0.0136986301369863	0	0	0	0	0	0	0.0547945205479452	0.0136986301369863	0.0273972602739726	0	0	0	0	0.0136986301369863	0	0	0	0	0	0	0.0136986301369863	0	0.0136986301369863	0.0273972602739726	0	0	0.0273972602739726	0	0.0136986301369863	0.0136986301369863	0.0410958904109589	0	0	0	0	0.0136986301369863	0	0	0.0273972602739726	0.0136986301369863	0	0.0136986301369863	0	0	0.0273972602739726	0.0136986301369863	0.0410958904109589	0.0410958904109589	0	0	0.0410958904109589	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.0547945205479452	0.0410958904109589	0.0136986301369863	0	0.0136986301369863	0	Orthopox_96	Orthopox_96N230.N231
Orthopox_96N230.S92	0	0	0.0163934426229508	0.0327868852459016	0	0	0	0	0.0491803278688525	0	0.0655737704918033	0	0.0163934426229508	0	0	0	0	0	0.0163934426229508	0.0327868852459016	0	0.0327868852459016	0	0	0	0	0.0327868852459016	0.0163934426229508	0	0	0	0	0.0327868852459016	0.0163934426229508	0.0655737704918033	0.0163934426229508	0.0163934426229508	0	0.0163934426229508	0	0.0491803278688525	0	0	0	0	0	0.0163934426229508	0.0163934426229508	0	0	0	0	0	0	0.0163934426229508	0	0.0327868852459016	0.0163934426229508	0.0163934426229508	0	0	0	0	0	0	0	0.0163934426229508	0	0	0	0	0	0	0.0163934426229508	0.0655737704918033	0.0163934426229508	0	0	0.0163934426229508	0	0.0491803278688525	0	0.0327868852459016	0.0327868852459016	0	0	0	0.0163934426229508	0.0327868852459016	0	0.0327868852459016	0.0163934426229508	0	0	0.0163934426229508	0	Orthopox_96	Orthopox_96N230.S92
Orthopox_96N231.S82	0	0.00408163265306122	0.0122448979591837	0.0122448979591837	0.00408163265306122	0	0.00408163265306122	0	0.0122448979591837	0.0204081632653061	0.0612244897959184	0.0163265306122449	0	0.00408163265306122	0	0.0122448979591837	0.0326530612244898	0	0.0408163265306122	0.0204081632653061	0	0	0.00408163265306122	0	0.00816326530612245	0.00408163265306122	0.0285714285714286	0.0163265306122449	0	0	0.00408163265306122	0	0	0.0163265306122449	0.0122448979591837	0.0163265306122449	0.00408163265306122	0.00408163265306122	0.00408163265306122	0	0.0326530612244898	0	0.0285714285714286	0.0122448979591837	0.0122448979591837	0.00816326530612245	0.0326530612244898	0.00816326530612245	0.00408163265306122	0	0.0122448979591837	0.00816326530612245	0	0	0	0	0.0163265306122449	0.0122448979591837	0.0326530612244898	0.0163265306122449	0	0.00816326530612245	0.00816326530612245	0	0.0204081632653061	0	0.0163265306122449	0.00816326530612245	0.00816326530612245	0	0	0	0.00816326530612245	0.0122448979591837	0.00816326530612245	0.0163265306122449	0	0	0.00408163265306122	0	0.0326530612244898	0.00408163265306122	0.0489795918367347	0.036734693877551	0.0163265306122449	0.00408163265306122	0.00816326530612245	0.00408163265306122	0.0285714285714286	0.00408163265306122	0.0326530612244898	0.0244897959183673	0	0	0.0163265306122449	0.00408163265306122	Orthopox_96	Orthopox_96N231.S82
Orthopox_96N231.S87	0	0	0	0	0	0	0	0	0.0441176470588235	0.0441176470588235	0.0735294117647059	0	0	0.0147058823529412	0	0	0.0147058823529412	0	0.0441176470588235	0.0735294117647059	0	0	0	0.0147058823529412	0.0147058823529412	0	0	0.0147058823529412	0	0	0	0	0.0588235294117647	0.0294117647058824	0	0.0147058823529412	0.0147058823529412	0	0	0	0.0294117647058824	0	0.0441176470588235	0	0.0147058823529412	0	0.0147058823529412	0.0294117647058824	0	0	0.0147058823529412	0.0147058823529412	0	0	0	0	0	0.0294117647058824	0.0588235294117647	0.0147058823529412	0	0	0.0147058823529412	0	0.0294117647058824	0	0.0147058823529412	0.0294117647058824	0	0	0	0	0.0147058823529412	0	0.0441176470588235	0	0	0	0	0	0	0	0.0294117647058824	0.0294117647058824	0	0	0	0	0.0147058823529412	0	0.0441176470588235	0	0	0	0	0	Orthopox_96	Orthopox_96N231.S87
Orthopox_96N237.N238	0.00353356890459364	0	0.0176678445229682	0	0.00353356890459364	0	0	0	0.0565371024734982	0	0.0459363957597173	0.00706713780918728	0	0.00353356890459364	0	0.0106007067137809	0.049469964664311	0.0141342756183746	0.03886925795053	0.0141342756183746	0	0	0.00353356890459364	0	0.0106007067137809	0	0.0212014134275618	0.00706713780918728	0	0	0	0	0.00706713780918728	0.0141342756183746	0.0176678445229682	0.0176678445229682	0.00706713780918728	0.0141342756183746	0	0.00353356890459364	0.0212014134275618	0.00706713780918728	0.0176678445229682	0.0106007067137809	0.0106007067137809	0.00706713780918728	0.0212014134275618	0.00353356890459364	0.0176678445229682	0.00353356890459364	0.0106007067137809	0.00353356890459364	0	0	0.00353356890459364	0	0.0212014134275618	0.00706713780918728	0.0247349823321555	0.0106007067137809	0	0.00353356890459364	0.00353356890459364	0	0.0212014134275618	0.00706713780918728	0.0282685512367491	0.0176678445229682	0.00706713780918728	0	0.00353356890459364	0.00353356890459364	0.0176678445229682	0.00353356890459364	0.0106007067137809	0.0106007067137809	0	0	0	0	0.0424028268551237	0.0176678445229682	0.0282685512367491	0.049469964664311	0.0106007067137809	0.00706713780918728	0.00353356890459364	0.00706713780918728	0.0353356890459364	0.00353356890459364	0.0247349823321555	0.0318021201413428	0	0	0.00706713780918728	0.00353356890459364	Orthopox_96	Orthopox_96N237.N238
Orthopox_96N237.S73	0	0.0018450184501845	0.00738007380073801	0.00922509225092251	0.0018450184501845	0	0	0	0.0166051660516605	0.011070110701107	0.03690036900369	0.0350553505535055	0.00553505535055351	0.0018450184501845	0.0018450184501845	0	0.033210332103321	0.014760147601476	0.040590405904059	0.0276752767527675	0.003690036900369	0.003690036900369	0.00738007380073801	0	0.018450184501845	0.003690036900369	0.025830258302583	0.0129151291512915	0.0018450184501845	0	0.00553505535055351	0	0.018450184501845	0.00738007380073801	0.0239852398523985	0.011070110701107	0.00553505535055351	0	0.00738007380073801	0.0018450184501845	0.029520295202952	0.00738007380073801	0.025830258302583	0.011070110701107	0.014760147601476	0.00922509225092251	0.00738007380073801	0.011070110701107	0.011070110701107	0	0.011070110701107	0.00922509225092251	0	0	0.00553505535055351	0.0018450184501845	0.0313653136531365	0.011070110701107	0.025830258302583	0.00922509225092251	0.003690036900369	0	0.003690036900369	0.00738007380073801	0.029520295202952	0.00922509225092251	0.022140221402214	0.0202952029520295	0.0018450184501845	0.00553505535055351	0.0018450184501845	0.003690036900369	0.011070110701107	0.003690036900369	0.0239852398523985	0.003690036900369	0	0	0	0	0.0461254612546125	0.0018450184501845	0.022140221402214	0.033210332103321	0.003690036900369	0.0018450184501845	0.003690036900369	0.00553505535055351	0.0276752767527675	0	0.0239852398523985	0.022140221402214	0.003690036900369	0.0018450184501845	0.011070110701107	0.003690036900369	Orthopox_96	Orthopox_96N237.S73
Orthopox_96N238.S84	0	0.00574712643678161	0.0114942528735632	0	0	0	0.00574712643678161	0	0.0459770114942529	0.00574712643678161	0.0402298850574713	0.028735632183908	0	0.00574712643678161	0	0	0.0229885057471264	0.00574712643678161	0.0459770114942529	0.0344827586206897	0	0.0114942528735632	0	0	0.0172413793103448	0	0.0229885057471264	0.0114942528735632	0	0	0.00574712643678161	0.00574712643678161	0.028735632183908	0.0114942528735632	0.0172413793103448	0	0	0.00574712643678161	0	0.00574712643678161	0.0114942528735632	0.00574712643678161	0.0172413793103448	0.028735632183908	0.0114942528735632	0.0172413793103448	0.0114942528735632	0.0172413793103448	0	0	0.0114942528735632	0	0	0	0.00574712643678161	0	0.0172413793103448	0.0172413793103448	0.0344827586206897	0.0172413793103448	0.00574712643678161	0.00574712643678161	0.0114942528735632	0	0.0114942528735632	0.00574712643678161	0.0172413793103448	0.0114942528735632	0.00574712643678161	0	0	0.00574712643678161	0.00574712643678161	0	0.028735632183908	0.0114942528735632	0.00574712643678161	0	0	0	0.0402298850574713	0.0114942528735632	0.0229885057471264	0.0229885057471264	0.00574712643678161	0	0	0	0.0114942528735632	0.0172413793103448	0.0574712643678161	0.028735632183908	0.0114942528735632	0	0.0114942528735632	0	Orthopox_96	Orthopox_96N238.S84
Orthopox_96N238.S85	0	0.00854700854700855	0.00854700854700855	0.00427350427350427	0	0	0	0	0.0341880341880342	0.00854700854700855	0.0384615384615385	0.00854700854700855	0	0.00427350427350427	0.00854700854700855	0.00427350427350427	0.0512820512820513	0.00427350427350427	0.0555555555555556	0.0170940170940171	0.00854700854700855	0	0.0128205128205128	0.00427350427350427	0.00854700854700855	0	0.0213675213675214	0.0170940170940171	0	0	0.00427350427350427	0	0.0427350427350427	0.00854700854700855	0.0341880341880342	0.0213675213675214	0.00854700854700855	0	0.00854700854700855	0.0128205128205128	0.0427350427350427	0	0.0170940170940171	0.00427350427350427	0.0128205128205128	0.00427350427350427	0.00854700854700855	0.00854700854700855	0.00854700854700855	0	0.00427350427350427	0.00854700854700855	0	0	0	0	0.0427350427350427	0.0170940170940171	0.0256410256410256	0.0128205128205128	0.00854700854700855	0.00427350427350427	0.00854700854700855	0.00854700854700855	0.0170940170940171	0	0.0213675213675214	0.0170940170940171	0	0.0128205128205128	0	0	0.00427350427350427	0.00427350427350427	0.0128205128205128	0.00427350427350427	0	0	0	0	0.0170940170940171	0.00427350427350427	0.0299145299145299	0.0213675213675214	0.00427350427350427	0.00427350427350427	0	0.00427350427350427	0.0256410256410256	0.0128205128205128	0.0213675213675214	0.0256410256410256	0	0.00427350427350427	0.00854700854700855	0.00427350427350427	Orthopox_96	Orthopox_96N238.S85
Orthopox_96N239.N240	0.00344234079173838	0.00172117039586919	0.0120481927710843	0.00344234079173838	0.00516351118760757	0.00172117039586919	0.00172117039586919	0.00344234079173838	0.044750430292599	0.0103270223752151	0.0464716006884682	0.0206540447504303	0.00344234079173838	0.00344234079173838	0.00172117039586919	0.00172117039586919	0.0395869191049914	0.00688468158347676	0.036144578313253	0.0137693631669535	0.0103270223752151	0.00344234079173838	0.0120481927710843	0.00516351118760757	0.0137693631669535	0.00344234079173838	0.0172117039586919	0.00516351118760757	0	0	0.00516351118760757	0	0.0206540447504303	0.00860585197934595	0.0292598967297762	0.0103270223752151	0.00516351118760757	0.00344234079173838	0.0103270223752151	0.00344234079173838	0.0292598967297762	0.00516351118760757	0.0240963855421687	0.0103270223752151	0.0223752151462995	0.0120481927710843	0.0223752151462995	0.00860585197934595	0.0103270223752151	0.00344234079173838	0.0120481927710843	0.00344234079173838	0	0.00172117039586919	0.00172117039586919	0.00172117039586919	0.0120481927710843	0.00688468158347676	0.0292598967297762	0.0120481927710843	0.00860585197934595	0.00516351118760757	0.00172117039586919	0.00516351118760757	0.0344234079173838	0.00688468158347676	0.0275387263339071	0.00860585197934595	0	0.00344234079173838	0	0.00172117039586919	0.00344234079173838	0.00172117039586919	0.0189328743545611	0.0120481927710843	0	0	0.00172117039586919	0.00172117039586919	0.0275387263339071	0.0120481927710843	0.0154905335628227	0.0275387263339071	0.00172117039586919	0.00172117039586919	0.00344234079173838	0.00344234079173838	0.0258175559380379	0.00860585197934595	0.0275387263339071	0.0223752151462995	0.00516351118760757	0.00172117039586919	0.00860585197934595	0.00688468158347676	Orthopox_96	Orthopox_96N239.N240
Orthopox_96N239.S26	0.00490196078431373	0.00245098039215686	0.00490196078431373	0.00245098039215686	0.00245098039215686	0	0	0.00245098039215686	0.0343137254901961	0.0122549019607843	0.0441176470588235	0.0196078431372549	0.00735294117647059	0.00735294117647059	0	0.00735294117647059	0.0294117647058824	0.00735294117647059	0.0392156862745098	0.0196078431372549	0.00735294117647059	0	0	0.00245098039215686	0.017156862745098	0.00490196078431373	0.0220588235294118	0.0122549019607843	0.00490196078431373	0	0.00490196078431373	0	0.0392156862745098	0.00245098039215686	0.0294117647058824	0.00735294117647059	0	0.00980392156862745	0.00245098039215686	0	0.0220588235294118	0.00980392156862745	0.0294117647058824	0.00735294117647059	0.00980392156862745	0.00980392156862745	0.0196078431372549	0.0122549019607843	0.00490196078431373	0.00245098039215686	0.0122549019607843	0.00245098039215686	0.00245098039215686	0	0	0	0.0269607843137255	0.00735294117647059	0.0294117647058824	0.0196078431372549	0	0.00490196078431373	0	0.00245098039215686	0.0196078431372549	0.0122549019607843	0.0245098039215686	0.00980392156862745	0.00245098039215686	0.00245098039215686	0.00245098039215686	0.00490196078431373	0.00980392156862745	0.00245098039215686	0.0196078431372549	0.0147058823529412	0	0	0	0	0.0318627450980392	0.00735294117647059	0.0269607843137255	0.0514705882352941	0.00245098039215686	0.00735294117647059	0	0	0.0416666666666667	0.00245098039215686	0.0294117647058824	0.0196078431372549	0.00245098039215686	0	0.00245098039215686	0	Orthopox_96	Orthopox_96N239.S26
